199,40
198,40
197,40
196,40
195,40
194,40
193,40
192,40
191,40
190,40
189,40
188,40
187,40
186,40
185,40
184,40
183,40
182,40
181,40
180,40
179,40
178,40
177,40
176,40
175,40
174,40
173,40
172,40
171,40
170,40
169,40
168,40
167,40
166,40
165,40
164,40
163,40
162,40
161,40
160,40
159,40
158,40
157,40
156,40
155,40
154,40
153,40
152,40
151,40
150,40
149,40
148,40
147,40
146,40
145,40
144,40
143,40
142,40
141,40
140,40
139,40
138,40
137,40
136,40
135,40
134,40
133,40
132,40
131,40
130,40
129,40
128,40
127,40
126,40
125,40
124,40
123,40
122,40
121,40
120,40
119,40
118,40
117,40
116,40
115,40
114,40
113,40
112,40
111,40
110,40
109,40
108,40
107,40
106,40
105,40
104,40
103,40
102,40
101,40
100,40
99,40
98,40
97,40
96,40
95,40
94,40
93,40
92,40
91,40
90,40
89,40
88,40
87,40
86,40
85,40
84,40
83,40
82,40
81,40
80,40
80,41
80,42
80,43
80,44
80,45
80,46
80,47
80,48
80,49
80,50
80,51
80,52
80,53
80,54
80,55
80,56
80,57
80,58
80,59
80,60
80,61
80,62
80,63
80,64
80,65
80,66
80,67
80,68
80,69
80,70
80,71
80,72
80,73
80,74
80,75
80,76
80,77
80,78
80,79
80,80
80,81
80,82
80,83
80,84
80,85
80,86
80,87
80,88
80,89
80,90
80,91
80,92
80,93
80,94
80,95
80,96
80,97
80,98
80,99
80,100
80,101
80,102
80,103
80,104
80,105
80,106
80,107
80,108
80,109
80,110
80,111
80,112
80,113
80,114
80,115
80,116
80,117
80,118
80,119
80,120
80,121
80,122
80,123
80,124
80,125
80,126
80,127
80,128
80,129
80,130
80,131
80,132
80,133
80,134
80,135
80,136
80,137
80,138
80,139
80,140
80,141
80,142
80,143
80,144
80,145
80,146
80,147
80,148
80,149
80,150
80,151
80,152
80,153
80,154
80,155
80,156
80,157
80,158
80,159
80,160
80,161
80,162
80,163
80,164
80,165
80,166
80,167
80,168
80,169
80,170
80,171
80,172
80,173
80,174
80,175
80,176
80,177
80,178
80,179
80,180
80,181
80,182
80,183
80,184
80,185
80,186
80,187
80,188
80,189
80,190
80,191
80,192
80,193
80,194
80,195
80,196
80,197
80,198
80,199
60,0
60,1
60,2
60,3
60,4
60,5
60,6
60,7
60,8
60,9
60,10
60,11
60,12
60,13
60,14
60,15
60,16
60,17
60,18
60,19
60,20
60,21
60,22
60,23
60,24
60,25
60,26
60,27
60,28
60,29
60,30
60,31
60,32
60,33
60,34
60,35
60,36
60,37
60,38
60,39
60,40
60,41
60,42
60,43
60,44
60,45
60,46
60,47
60,48
60,49
60,50
60,51
60,52
60,53
60,54
60,55
60,56
60,57
60,58
60,59
60,60
60,61
60,62
60,63
60,64
60,65
60,66
60,67
60,68
60,69
60,70
60,71
60,72
60,73
60,74
60,75
60,76
60,77
60,78
60,79
60,80
60,81
60,82
60,83
60,84
60,85
60,86
60,87
60,88
60,89
60,90
60,91
60,92
60,93
60,94
60,95
60,96
60,97
60,98
60,99
60,100
60,101
60,102
60,103
60,104
60,105
60,106
60,107
60,108
60,109
60,110
60,111
60,112
60,113
60,114
60,115
60,116
60,117
60,118
60,119
60,120
60,121
60,122
60,123
60,124
60,125
60,126
60,127
60,128
60,129
60,130
60,131
60,132
60,133
60,134
60,135
60,136
60,137
60,138
60,139
60,140
60,141
60,142
60,143
60,144
60,145
60,146
60,147
60,148
60,149
60,150
60,151
60,152
60,153
60,154
60,155
60,156
60,157
60,158
60,159
60,160
60,161
60,162
60,163
60,164
60,165
60,166
60,167
60,168
60,169
60,170
60,171
60,172
60,173
60,174
60,175
60,176
60,177
60,178
60,179
60,180
60,181
60,182
60,183
60,184
60,185
60,186
60,187
60,188
60,189
60,190
60,191
60,192
60,193
60,194
60,195
60,196
60,197
60,198
60,199
60,100
59,100
58,100
57,100
56,100
55,100
54,100
53,100
52,100
51,100
50,100
49,100
48,100
47,100
46,100
45,100
44,100
43,100
42,100
41,100
40,100
39,100
38,100
37,100
36,100
35,100
34,100
33,100
32,100
31,100
30,100
29,100
28,100
27,100
26,100
25,100
24,100
23,100
22,100
21,100
20,100
19,100
18,100
17,100
16,100
15,100
14,100
13,100
12,100
11,100
10,100
9,100
8,100
7,100
6,100
5,100
4,100
3,100
2,100
1,100
0,100
