35,35
35,36
35,37
35,38
35,39
35,40
35,41
35,42
35,43
35,44
35,45
35,46
35,47
35,48
35,49
35,50
35,51
35,52
35,53
35,54
35,55
35,56
35,57
35,58
35,59
35,60
35,61
35,62
35,63
35,64
35,65
35,66
35,67
35,68
35,69
35,70
35,71
35,72
35,73
35,74
35,75
35,76
35,77
35,78
35,79
35,80
35,81
35,82
35,83
35,84
35,85
36,85
37,85
38,85
39,85
40,85
41,85
42,85
43,85
44,85
45,85
46,85
47,85
48,85
49,85
56,85
57,85
58,85
59,85
60,85
61,85
62,85
63,85
64,85
71,85
72,85
73,85
74,85
75,85
76,85
77,85
78,85
79,85
80,85
81,85
82,85
83,85
84,85
85,85
85,84
85,83
85,82
85,81
85,80
85,79
85,78
85,77
85,76
85,75
85,74
85,73
85,72
85,71
85,70
85,69
85,68
85,67
85,66
85,65
85,64
85,63
85,62
85,61
85,60
85,59
85,58
85,57
85,56
85,55
85,54
85,53
85,52
85,51
85,50
85,49
85,48
85,47
85,46
85,45
85,44
85,43
85,42
85,41
85,40
85,39
85,38
85,37
85,36
85,35
84,35
83,35
82,35
81,35
80,35
79,35
78,35
77,35
76,35
75,35
74,35
73,35
72,35
71,35
64,35
63,35
62,35
61,35
60,35
59,35
58,35
57,35
56,35
49,35
48,35
47,35
46,35
45,35
44,35
43,35
42,35
41,35
40,35
39,35
38,35
37,35
36,35
60,10
60,11
60,12
60,13
60,14
60,15
60,16
60,17
60,18
60,19
60,20
60,21
60,22
60,23
60,24
60,25
60,26
60,27
60,28
60,29
60,30
60,31
60,32
60,33
60,34
60,35
60,85
60,86
60,87
60,88
60,89
60,90
60,91
60,92
60,93
60,94
60,95
60,96
60,97
60,98
60,99
60,0
60,1
60,2
60,3
60,4
60,5
60,6
60,7
60,8
60,9
9,60
8,60
7,60
6,60
5,60
4,60
3,60
2,60
1,60
0,60
99,60
98,60
97,60
96,60
95,60
94,60
93,60
92,60
91,60
90,60
89,60
88,60
87,60
86,60
85,60
35,60
34,60
33,60
32,60
31,60
30,60
29,60
28,60
27,60
26,60
25,60
24,60
23,60
22,60
21,60
20,60
19,60
18,60
17,60
16,60
15,60
14,60
13,60
12,60
11,60
10,60
